OW_k8_discount0.95_window30_randomInit_1h13m7s.txt;OW_k4_discount0.8_window30_sequentialInit_1h14m1s.txt;OW_k4_discount0.8_window10_sequentialInit_1h13m41s.txt;OW_k4_discount0.95_window30_sequentialInit_1h12m26s.txt;OW_k8_discount0.95_window20_randomInit_1h12m56s.txt;OW_k4_discount0.99_window10_sequentialInit_1h10m32s.txt;OW_k4_discount0.8_window50_sequentialInit_1h14m16s.txt;OW_k4_discount1.0_window20_randomInit_1h9m3s.txt;OW_k4_discount0.99_window20_randomInit_1h10m35s.txt;OW_k8_discount0.99_window20_sequentialInit_1h11m27s.txt;OW_k8_discount0.95_window10_randomInit_1h12m48s.txt;OW_k8_discount0.99_window10_sequentialInit_1h11m18s.txt;OW_k8_discount0.99_window10_randomInit_1h11m14s.txt;OW_k4_discount0.8_window50_randomInit_1h14m8s.txt;OW_k4_discount1.0_window50_sequentialInit_1h9m33s.txt;OW_k8_discount0.8_window50_randomInit_1h14m57s.txt;OW_k8_discount1.0_window10_randomInit_1h9m41s.txt;OW_k4_discount1.0_window20_sequentialInit_1h9m8s.txt;OW_k4_discount0.99_window10_randomInit_1h10m28s.txt;OW_k8_discount0.99_window50_randomInit_1h11m46s.txt;OW_k4_discount0.95_window50_randomInit_1h12m32s.txt;OW_k8_discount1.0_window20_sequentialInit_1h9m54s.txt;OW_k4_discount0.95_window10_randomInit_1h12m3s.txt;OW_k4_discount0.99_window50_sequentialInit_1h11m6s.txt;OW_k4_discount0.95_window30_randomInit_1h12m20s.txt;OW_k8_discount1.0_window10_sequentialInit_1h9m45s.txt;OW_k8_discount1.0_window30_randomInit_1h9m59s.txt;OW_k4_discount0.8_window20_randomInit_1h13m45s.txt;OW_k8_discount0.8_window50_sequentialInit_1h15m6s.txt;OW_k4_discount0.99_window20_sequentialInit_1h10m40s.txt;OW_k8_discount0.95_window50_sequentialInit_1h13m29s.txt;OW_k8_discount1.0_window50_randomInit_1h10m12s.txt;OW_k4_discount1.0_window30_sequentialInit_1h9m19s.txt;OW_k8_discount1.0_window30_sequentialInit_1h10m5s.txt;OW_k8_discount0.99_window30_randomInit_1h11m33s.txt;OW_k8_discount0.8_window30_randomInit_1h14m43s.txt;OW_k4_discount0.99_window30_sequentialInit_1h10m51s.txt;OW_k8_discount1.0_window20_randomInit_1h9m49s.txt;OW_k8_discount0.8_window10_randomInit_1h14m24s.txt;OW_k8_discount1.0_window50_sequentialInit_1h10m20s.txt;OW_k4_discount1.0_window10_sequentialInit_1h9m0s.txt;OW_k8_discount0.8_window10_sequentialInit_1h14m28s.txt;OW_k4_discount0.95_window50_sequentialInit_1h12m40s.txt;OW_k4_discount1.0_window10_randomInit_1h8m56s.txt;OW_k4_discount0.95_window10_sequentialInit_1h12m6s.txt;OW_k4_discount0.95_window20_sequentialInit_1h12m15s.txt;OW_k4_discount0.99_window50_randomInit_1h10m57s.txt;OW_k8_discount0.95_window50_randomInit_1h13m21s.txt;OW_k4_discount0.8_window30_randomInit_1h13m55s.txt;OW_k8_discount0.99_window30_sequentialInit_1h11m39s.txt;OW_k4_discount1.0_window50_randomInit_1h9m25s.txt;OW_k8_discount0.8_window20_randomInit_1h14m32s.txt;OW_k4_discount0.95_window20_randomInit_1h12m10s.txt;OW_k8_discount0.95_window10_sequentialInit_1h12m52s.txt;OW_k4_discount0.99_window30_randomInit_1h10m45s.txt;OW_k8_discount0.8_window20_sequentialInit_1h14m38s.txt;OW_k4_discount0.8_window20_sequentialInit_1h13m50s.txt;OW_k8_discount0.8_window30_sequentialInit_1h14m50s.txt;OW_k8_discount0.99_window20_randomInit_1h11m22s.txt;OW_k8_discount0.95_window20_sequentialInit_1h13m2s.txt;OW_k4_discount1.0_window30_randomInit_1h9m13s.txt;OW_k8_discount0.99_window50_sequentialInit_1h11m54s.txt;OW_k8_discount0.95_window30_sequentialInit_1h13m14s.txt;OW_k4_discount0.8_window10_randomInit_1h13m38s.txt
69.1416117647;72.7647058824;78.5882352941;78.5882352941;83.2991647059;78.5882352941;72.7647058824;84.2771647059;83.6359764706;96.3529411765;71.4522941176;86.8235294118;71.5540352941;70.3868823529;78.5882352941;72.8896823529;72.0005176471;96.3529411765;72.7647058824;68.7367058824;72.7647058824;96.3529411765;73.1776;78.5882352941;72.9058470588;86.8235294118;69.3125882353;78.3474705882;86.8235294118;96.3529411765;83.8235294118;68.2257176471;78.5882352941;83.8235294118;69.6337058824;72.8246705882;78.5882352941;83.9158823529;79.9198588235;83.8235294118;78.5882352941;86.8235294118;78.5882352941;72.7647058824;78.5882352941;96.3529411765;72.7647058824;69.0124352941;86.5705647059;83.8235294118;72.7647058824;80.2692117647;83.2565764706;86.8235294118;72.7647058824;86.8235294118;80.1764705882;86.8235294118;83.7944117647;96.3529411765;72.7647058824;83.8235294118;83.8235294118;72.7647058824
69.1233529412;72.7647058824;96.3529411765;78.5882352941;83.0465176471;96.3529411765;72.7647058824;83.5282470588;84.8181294118;101.470588235;85.1435176471;96.3529411765;85.0398705882;75.3915411765;78.5882352941;73.8898941176;85.2323411765;98.1764705882;84.3420588235;68.7367058824;73.0479058824;101.470588235;83.6337294118;78.5882352941;73.3209058824;96.3529411765;69.2812941176;81.1750588235;91.0588235294;98.1764705882;83.8235294118;68.2170352941;78.5882352941;83.8235294118;69.6337058824;73.9922470588;78.5882352941;84.6672705882;88.0273529412;83.8235294118;96.3529411765;103.411764706;78.5882352941;84.0944;96.3529411765;98.1764705882;72.7686588235;69.0124352941;75.6438941176;83.8235294118;72.7647058824;81.5271764706;84.4265294118;96.3529411765;72.9519058824;101.176470588;98.1764705882;91.0588235294;82.6086470588;101.470588235;72.7647058824;83.8235294118;83.8235294118;83.8755058824
68.9827647059;80.1764705882;98.1764705882;78.5882352941;83.9048235294;98.1764705882;80.1764705882;84.5963882353;84.2643411765;92.4117647059;85.2591294118;98.1176470588;85.6601294118;74.1079764706;78.5882352941;76.4728941176;85.0952235294;100.176470588;84.2512705882;68.7367058824;73.8609058824;92.4117647059;84.1029411765;78.5882352941;72.9799647059;98.1176470588;69.2869882353;81.8657411765;86.1176470588;100.176470588;83.8235294118;68.2262235294;78.5882352941;83.8235294118;69.6337058824;74.6603882353;78.5882352941;83.6312;86.2150235294;83.8235294118;98.1764705882;98.1764705882;78.5882352941;84.6303176471;98.1764705882;100.176470588;72.7647058824;69.0602470588;81.2316588235;83.8235294118;72.7647058824;81.1350470588;83.7483764706;111.0;72.7647058824;109.117647059;96.6470588235;86.1176470588;83.6608705882;92.4117647059;72.7647058824;83.8235294118;83.8235294118;84.2913058824
68.8264235294;88.2941176471;100.176470588;78.5882352941;84.6468235294;100.176470588;88.2941176471;83.9893764706;83.6553411765;98.1764705882;85.0256705882;92.4117647059;84.8926823529;73.6703647059;78.5882352941;76.1830823529;85.3932235294;99.7647058824;84.6191529412;68.7367058824;72.7647058824;98.1764705882;84.2552823529;78.5882352941;72.7963294118;92.4117647059;68.9502705882;78.6556235294;87.2352941176;99.7647058824;83.8235294118;68.2193882353;78.5882352941;83.8235294118;69.6337058824;79.5862352941;78.5882352941;85.0537764706;82.3970470588;83.8235294118;100.176470588;95.5882352941;78.5882352941;84.0109294118;100.176470588;99.7647058824;72.7647058824;69.0602470588;76.3432235294;83.8235294118;72.7647058824;80.2518941176;84.4099294118;92.2352941176;72.8573176471;107.529411765;107.529411765;87.2352941176;82.9356705882;98.1764705882;72.7647058824;83.8235294118;83.8235294118;84.1908705882
68.6568235294;80.0588235294;99.7647058824;78.5882352941;84.2807176471;99.7647058824;80.0588235294;72.7701647059;72.7647058824;124.882352941;84.6575647059;107.529411765;84.6413294118;73.8737176471;78.5882352941;79.0533882353;82.8010705882;78.5882352941;84.0353764706;68.7346352941;72.7647058824;124.882352941;84.3294588235;78.5882352941;72.7647058824;107.529411765;68.9610941176;75.9681529412;92.3529411765;78.5882352941;83.8235294118;68.2160117647;78.5882352941;83.8235294118;69.6337058824;77.5602352941;78.5882352941;84.8387882353;81.4328;83.8235294118;99.7647058824;98.1764705882;78.5882352941;84.5377176471;99.7647058824;78.5882352941;72.7647058824;69.0499058824;72.6761529412;83.8235294118;72.7883882353;78.779;72.8019764706;107.529411765;72.7647058824;121.529411765;78.5882352941;92.3529411765;82.2939647059;124.882352941;72.7647058824;83.8235294118;83.8235294118;83.3082705882
68.6739529412;79.1176470588;78.5882352941;78.5882352941;84.2380117647;78.5882352941;79.1176470588;72.7701647059;72.7647058824;107.588235294;83.7604941176;124.882352941;83.1806117647;74.7404705882;78.5882352941;78.4245529412;84.4256117647;82.8235294118;72.7647058824;68.7530823529;72.7647058824;107.588235294;72.7647058824;78.5882352941;72.7647058824;124.882352941;68.9340470588;73.0108588235;106.352941176;82.8235294118;83.8235294118;68.2166235294;78.5882352941;83.8235294118;69.6337058824;80.4251058824;78.5882352941;84.0565176471;81.9794470588;83.8235294118;78.5882352941;124.882352941;78.5882352941;72.7647058824;78.5882352941;82.8235294118;72.7647058824;68.8465529412;71.7716941176;83.8235294118;73.0400941176;80.1495882353;72.7647058824;124.882352941;72.7647058824;115.588235294;78.5882352941;106.352941176;82.5316823529;107.588235294;72.7647058824;83.8235294118;83.8235294118;72.7647058824
68.6789411765;90.4117647059;82.8235294118;78.5882352941;83.0317647059;82.8235294118;90.4117647059;72.7701647059;72.7647058824;104.470588235;82.9772;107.588235294;83.5020117647;74.3818588235;78.5882352941;80.0234352941;84.0182352941;78.5882352941;72.7647058824;68.7367058824;72.8584470588;104.470588235;72.7647058824;78.5882352941;72.7647058824;107.588235294;68.9300470588;73.9493176471;98.5882352941;78.5882352941;87.0;68.2348352941;78.5882352941;83.8235294118;69.6337058824;78.3058588235;78.5882352941;85.2022941176;83.1622823529;83.8235294118;82.8235294118;107.588235294;78.5882352941;72.7647058824;82.8235294118;78.5882352941;72.7647058824;68.6727882353;75.5660705882;83.8235294118;72.7647058824;80.3252588235;72.7579294118;107.588235294;72.7647058824;126.705882353;78.5882352941;98.5882352941;83.4493882353;104.470588235;72.7647058824;83.8235294118;87.0;72.8239647059
68.6842117647;83.7058823529;78.5882352941;78.5882352941;82.6818117647;78.5882352941;83.7058823529;72.7771294118;72.9654588235;92.6470588235;82.8518705882;104.470588235;83.7111294118;72.6512117647;78.5882352941;76.4346352941;83.3863647059;78.5882352941;72.7647058824;68.7367058824;73.2286117647;92.6470588235;72.7647058824;78.5882352941;72.7647058824;104.470588235;69.0117411765;70.3027176471;92.2941176471;78.5882352941;83.8235294118;68.2158117647;78.5882352941;83.8235294118;69.6337058824;78.0596;78.5882352941;84.4934235294;80.8805176471;83.8235294118;78.5882352941;104.470588235;78.5882352941;72.7647058824;78.5882352941;78.5882352941;73.4379294118;68.6611882353;72.4634941176;83.8235294118;72.7647058824;78.5586235294;76.2517647059;104.470588235;73.0159647059;72.7647058824;72.7647058824;92.2941176471;83.1864941176;92.6470588235;72.9857882353;83.8235294118;83.8235294118;78.7484352941
68.5408823529;80.5294117647;78.5882352941;78.5882352941;69.7490705882;78.5882352941;80.5294117647;72.8821647059;72.7647058824;88.9411764706;83.0093411765;105.0;83.3709529412;73.9824705882;78.5882352941;75.8829764706;84.2147058824;78.5882352941;73.6470588235;68.7367058824;72.7647058824;88.9411764706;76.4599529412;78.5882352941;72.7647058824;105.0;68.9383294118;69.8706;99.1176470588;78.5882352941;83.8235294118;68.2158117647;78.5882352941;83.8235294118;69.6337058824;75.5105411765;78.5882352941;70.3283529412;80.6709882353;83.8235294118;78.5882352941;105.0;78.5882352941;73.1427764706;78.5882352941;78.5882352941;72.7647058824;68.3758235294;70.9216588235;83.8235294118;72.7647058824;71.7193764706;72.7647058824;97.7647058824;72.7647058824;77.8823529412;72.7647058824;99.1176470588;69.1176470588;88.9411764706;72.7647058824;83.8235294118;83.8235294118;72.9976470588
68.2335411765;72.7647058824;78.5882352941;78.5882352941;72.9345294118;78.5882352941;72.7647058824;72.7856;73.2326588235;96.3529411765;77.4203882353;88.9411764706;77.4392705882;72.9912588235;78.5882352941;73.7663058824;79.3048235294;78.5882352941;72.7647058824;68.7367058824;72.7647058824;96.3529411765;72.7647058824;78.5882352941;72.7717647059;88.9411764706;68.9405764706;69.9630117647;90.7647058824;78.5882352941;83.8235294118;68.2262235294;78.5882352941;83.8235294118;69.6337058824;76.1933529412;78.5882352941;75.4385882353;76.9244588235;83.8235294118;78.5882352941;88.9411764706;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.3688588235;72.3710235294;83.8235294118;72.7647058824;85.2314823529;72.7647058824;86.5882352941;72.7647058824;91.6470588235;72.7647058824;90.7647058824;75.4643764706;96.3529411765;72.7647058824;83.8235294118;83.8235294118;73.5796823529
84.2388823529;72.7647058824;78.5882352941;96.3529411765;70.7808705882;78.5882352941;72.7647058824;73.8661647059;72.7647058824;86.8235294118;75.5412705882;96.3529411765;75.2823176471;70.8870352941;78.5882352941;71.7149058824;75.4330941176;78.5882352941;73.1687529412;68.7301176471;72.7647058824;86.8235294118;72.7647058824;78.5882352941;83.3797058824;96.3529411765;83.5331647059;70.6297882353;90.2352941176;78.5882352941;83.8235294118;68.2201529412;96.3529411765;96.3529411765;85.3647294118;76.6499529412;96.3529411765;71.8979529412;92.9303529412;83.8235294118;78.5882352941;96.3529411765;78.5882352941;73.9247058824;78.5882352941;78.5882352941;72.9155882353;68.3688588235;72.2036470588;96.3529411765;72.7647058824;78.8709294118;72.7647058824;96.8235294118;83.9711294118;78.5882352941;72.7647058824;90.2352941176;71.3946823529;86.8235294118;83.5306823529;83.8235294118;96.3529411765;73.9757764706
84.8167176471;79.8235294118;78.5882352941;98.1764705882;76.1569647059;78.5882352941;79.8235294118;72.7647058824;72.7904;83.8235294118;71.4392117647;86.8235294118;71.3744941176;73.6176117647;78.5882352941;78.3278235294;71.8660352941;78.5882352941;72.7647058824;68.7346352941;73.1427764706;83.8235294118;73.1776;78.5882352941;85.2916235294;86.8235294118;82.5916823529;69.8300588235;107.294117647;78.5882352941;83.8235294118;68.2166235294;98.1764705882;101.470588235;85.7091647059;72.2384823529;98.1764705882;72.0902352941;80.3640941176;83.8235294118;78.5882352941;86.8235294118;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.3723058824;70.9640588235;101.470588235;72.8273882353;73.1771294118;73.1094588235;87.2941176471;84.0337529412;72.7647058824;79.8235294118;107.294117647;69.3040352941;83.8235294118;84.7056352941;83.8235294118;101.470588235;72.7647058824
83.4013176471;72.7647058824;96.3529411765;100.176470588;72.6016470588;96.3529411765;72.7647058824;72.7647058824;72.8635294118;83.8235294118;85.3709294118;96.3529411765;84.7127411765;70.6151529412;78.5882352941;75.3078352941;85.5559764706;78.5882352941;84.3420588235;68.7367058824;72.7647058824;83.8235294118;83.6337294118;78.5882352941;84.0784941176;96.3529411765;83.2618823529;70.7907647059;95.0;78.5882352941;83.8235294118;68.2158117647;100.176470588;92.4117647059;85.1191764706;72.3131058824;100.176470588;68.2429764706;88.3091529412;83.8235294118;96.3529411765;103.411764706;78.5882352941;84.0944;96.3529411765;78.5882352941;72.7647058824;68.301;70.0253764706;92.4117647059;72.7647058824;70.0046352941;72.7647058824;96.3529411765;84.2683529412;72.7647058824;72.7647058824;95.0;71.9300352941;83.8235294118;83.8702;83.8235294118;92.4117647059;83.8687294118
82.0772235294;72.7647058824;98.1764705882;99.7647058824;70.9269529412;98.1764705882;72.7647058824;72.9296;72.7647058824;83.8235294118;85.0887294118;98.1176470588;85.2693529412;70.1569882353;78.5882352941;70.3527647059;85.1992588235;78.5882352941;84.2512705882;68.7367058824;72.7647058824;83.8235294118;84.1029411765;78.5882352941;82.7447176471;98.1176470588;83.1744470588;69.9104941176;85.6470588235;78.5882352941;83.8235294118;68.2175176471;99.7647058824;98.1764705882;85.5621764706;71.6353529412;99.7647058824;68.2450588235;86.5091176471;83.8235294118;98.1764705882;98.1764705882;78.5882352941;84.6303176471;98.1764705882;78.5882352941;72.7963294118;68.3557764706;71.2801529412;98.1764705882;72.7647058824;69.0879529412;72.7647058824;111.0;84.0208823529;72.7647058824;72.7647058824;85.6470588235;72.0558235294;83.8235294118;84.3467764706;83.8235294118;98.1764705882;84.2913058824
84.3164941176;72.7647058824;100.176470588;78.5882352941;69.6763176471;100.176470588;72.7647058824;72.7647058824;73.1955764706;83.8235294118;84.8374705882;92.2352941176;84.4314117647;70.2119529412;78.5882352941;70.3231882353;84.9738;78.5882352941;84.6191529412;68.6767647059;72.8982588235;83.8235294118;84.2552823529;78.5882352941;72.7579294118;92.2352941176;82.5799529412;69.4826235294;95.8823529412;78.5882352941;83.8235294118;68.2158117647;78.5882352941;124.882352941;84.6621411765;70.1390705882;78.5882352941;68.2450588235;82.4298;83.8235294118;100.176470588;95.5882352941;78.5882352941;84.0109294118;100.176470588;78.5882352941;73.0679176471;68.3247058824;70.9572117647;124.882352941;72.7647058824;69.1763294118;72.7647058824;92.2352941176;72.7616;72.7647058824;72.7647058824;95.8823529412;72.5667529412;83.8235294118;72.7647058824;83.8235294118;124.882352941;84.1908705882
82.4838352941;72.7647058824;99.7647058824;82.8235294118;68.8843176471;99.7647058824;72.7647058824;72.7672470588;72.7647058824;83.8235294118;84.4450941176;107.529411765;84.5657294118;71.1635176471;78.5882352941;69.2464823529;82.4685764706;78.5882352941;84.0353764706;68.6637764706;73.9790117647;83.8235294118;84.3294588235;78.5882352941;72.7579294118;107.529411765;83.2896588235;69.8383764706;80.5294117647;78.5882352941;74.6470588235;68.2158117647;82.8235294118;107.588235294;84.9565764706;69.6728588235;82.8235294118;68.2433294118;81.2946;83.8235294118;99.7647058824;98.1764705882;78.5882352941;84.5377176471;99.7647058824;78.5882352941;72.7647058824;68.3031411765;70.7009294118;107.588235294;72.7647058824;69.4478705882;72.9720470588;107.529411765;72.7616;72.7647058824;72.7647058824;80.5294117647;69.2885647059;83.8235294118;72.7647058824;83.8235294118;107.588235294;83.3082705882
83.1901882353;72.7647058824;78.5882352941;78.5882352941;68.7886;78.5882352941;72.7647058824;72.7647058824;72.7647058824;83.8235294118;83.7510352941;124.882352941;83.2545176471;70.2107529412;78.5882352941;69.6272470588;84.4670470588;78.5882352941;72.7647058824;68.6646235294;72.8101647059;83.8235294118;72.7647058824;78.5882352941;72.7579294118;124.882352941;83.3527882353;72.9446;86.8823529412;78.5882352941;74.6470588235;68.2158117647;78.5882352941;104.470588235;84.3447882353;71.4351411765;78.5882352941;68.2419411765;81.4841647059;83.8235294118;78.5882352941;124.882352941;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.3443882353;70.6835882353;104.470588235;72.7647058824;68.8591647059;72.7647058824;124.882352941;72.7616;93.2352941176;72.7647058824;80.5294117647;68.1603882353;83.8235294118;72.7647058824;83.8235294118;104.470588235;72.7647058824
84.1111882353;72.7647058824;82.8235294118;78.5882352941;68.7886;82.8235294118;72.7647058824;72.7647058824;72.7647058824;83.8235294118;82.7552823529;107.588235294;83.5723176471;69.9837882353;78.5882352941;70.1442352941;84.1352235294;78.5882352941;72.7647058824;68.6670588235;72.7647058824;83.8235294118;72.7647058824;78.5882352941;74.8823529412;107.588235294;82.3251058824;70.6805529412;80.5294117647;78.5882352941;74.6470588235;68.2158117647;78.5882352941;92.6470588235;84.7754588235;70.9187058824;78.5882352941;68.2713176471;82.9307176471;83.8235294118;82.8235294118;107.588235294;78.5882352941;72.7647058824;82.8235294118;78.5882352941;72.9477764706;68.3458;70.0258823529;92.6470588235;72.7647058824;68.9649647059;72.8455647059;107.588235294;73.7296;79.8235294118;80.1764705882;86.8823529412;68.1408;83.8235294118;73.0776470588;83.8235294118;106.411764706;72.8239647059
75.7784823529;72.7647058824;78.5882352941;78.5882352941;68.7886;78.5882352941;86.5294117647;72.7647058824;72.7647058824;83.8235294118;82.7457176471;104.470588235;83.7773882353;75.1186705882;78.5882352941;71.6111294118;83.4452823529;78.5882352941;72.7647058824;68.6670588235;70.4404352941;83.8235294118;72.7647058824;78.5882352941;72.7579294118;104.470588235;70.8227529412;69.7988705882;80.5294117647;78.5882352941;74.6470588235;68.2158117647;78.5882352941;88.9411764706;70.3995647059;71.8828941176;78.5882352941;68.2739647059;80.0887882353;83.8235294118;78.5882352941;104.470588235;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7576470588;68.3441058824;74.3410823529;88.9411764706;72.7647058824;69.8192941176;73.0955882353;104.470588235;72.7647058824;86.5294117647;79.5882352941;80.5294117647;68.1408;83.8235294118;72.7647058824;83.8235294118;88.9411764706;78.7484352941
73.8568470588;86.5294117647;78.5882352941;78.5882352941;68.7886;78.5882352941;77.8823529412;72.7647058824;72.7647058824;83.8235294118;83.0981058824;105.0;83.5873764706;75.8184941176;78.5882352941;72.4504352941;84.3197647059;78.5882352941;73.6470588235;68.6670588235;70.0790235294;83.8235294118;76.4599529412;78.5882352941;72.7647058824;105.0;76.4664235294;71.0182235294;87.3529411765;78.5882352941;74.6470588235;68.2158117647;78.5882352941;96.3529411765;71.8847764706;72.5119882353;78.5882352941;68.2808705882;79.8321411765;83.8235294118;78.5882352941;105.0;78.5882352941;73.1427764706;78.5882352941;78.5882352941;72.7647058824;71.9399764706;70.5298;96.3529411765;72.7647058824;71.1100823529;72.7647058824;97.7647058824;72.9411764706;76.0588235294;79.1176470588;80.5294117647;68.1408;83.8235294118;72.7647058824;83.8235294118;96.3529411765;72.9976470588
68.6369058824;84.7058823529;78.5882352941;78.5882352941;68.7886;78.5882352941;79.5882352941;72.7647058824;72.7647058824;83.8235294118;77.6757882353;88.9411764706;77.5339529412;72.2239058824;78.5882352941;73.1444;80.8848588235;78.5882352941;72.7647058824;68.7196823529;69.8658823529;83.8235294118;72.7647058824;78.5882352941;72.8773647059;88.9411764706;71.4166117647;74.2081882353;89.8235294118;78.5882352941;74.6470588235;68.2717176471;78.5882352941;86.8235294118;69.8622352941;72.3879529412;78.5882352941;68.2638;77.2779647059;83.8235294118;78.5882352941;88.9411764706;78.5882352941;72.7647058824;78.5882352941;78.5882352941;73.0611764706;68.2754941176;75.3709058824;86.8235294118;72.7647058824;72.7675176471;73.5262117647;86.5882352941;72.7647058824;84.7058823529;72.7647058824;87.3529411765;68.1408;83.8235294118;74.24;83.8235294118;86.8235294118;73.5796823529
72.1747411765;80.5294117647;78.5882352941;78.5882352941;83.2937647059;78.5882352941;80.5294117647;84.2771647059;83.6359764706;96.3529411765;75.7639529412;96.3529411765;75.2914352941;71.8209764706;78.5882352941;73.2337058824;75.2594352941;96.3529411765;73.1687529412;68.7229647059;69.8658823529;96.3529411765;72.7647058824;78.5882352941;72.7647058824;96.3529411765;71.7851647059;82.5945176471;104.411764706;96.3529411765;74.6470588235;68.2447176471;78.5882352941;83.8235294118;77.7868352941;71.6476823529;78.5882352941;83.4244941176;92.8974352941;83.8235294118;78.5882352941;96.3529411765;78.5882352941;73.9247058824;78.5882352941;96.3529411765;72.7647058824;68.3378941176;78.9407411765;83.8235294118;72.7647058824;81.2257294118;83.2565764706;96.8235294118;72.7647058824;88.2352941176;72.7647058824;89.8235294118;83.5420941176;96.3529411765;72.7647058824;83.8235294118;83.8235294118;73.9757764706
72.3786;78.5882352941;78.5882352941;78.5882352941;83.0239529412;78.5882352941;91.5294117647;83.5282470588;84.8181294118;101.470588235;71.4392117647;86.8235294118;71.4296117647;73.1222705882;78.5882352941;76.9352;71.4445176471;98.1764705882;72.7647058824;68.6688588235;71.1556705882;101.470588235;73.1776;78.5882352941;73.3851294118;86.8235294118;68.9540823529;81.9210941176;80.5294117647;98.1764705882;74.6470588235;68.2369882353;78.5882352941;83.8235294118;69.7804823529;73.7130941176;78.5882352941;83.6313176471;82.3774941176;83.8235294118;78.5882352941;86.8235294118;78.5882352941;72.7647058824;78.5882352941;98.1764705882;72.7583058824;68.3378941176;74.0764823529;83.8235294118;72.7647058824;84.5444;84.4265294118;87.2941176471;74.5011764706;83.1176470588;98.1764705882;104.411764706;82.5374941176;101.470588235;72.7647058824;83.8235294118;83.8235294118;72.7647058824
69.0961764706;80.0588235294;96.3529411765;78.5882352941;83.9102823529;96.3529411765;79.1176470588;84.5609058824;84.2643411765;92.4117647059;85.6029176471;96.3529411765;84.7963411765;79.6660823529;78.5882352941;74.3215882353;85.4134823529;100.176470588;84.3420588235;68.6670588235;69.9517176471;92.4117647059;83.6337294118;78.5882352941;72.7647058824;96.3529411765;68.9319176471;80.0516;80.5294117647;100.176470588;74.6470588235;68.2464117647;78.5882352941;83.8235294118;78.5280470588;76.1876117647;78.5882352941;83.3197176471;89.6158470588;83.8235294118;96.3529411765;103.411764706;78.5882352941;84.0944;96.3529411765;100.176470588;72.8235294118;68.3529529412;74.0722470588;83.8235294118;72.7647058824;83.1764823529;83.7668235294;96.3529411765;72.7647058824;105.823529412;96.6470588235;80.5294117647;83.7811529412;92.4117647059;72.7647058824;83.8235294118;83.8235294118;83.8687294118
69.0568823529;83.1176470588;98.1764705882;78.5882352941;84.6723882353;98.1764705882;80.5294117647;83.9498;83.6553411765;98.1764705882;85.4097882353;98.1176470588;85.2919294118;80.7702941176;78.5882352941;72.0750352941;85.2135764706;99.7647058824;84.2512705882;68.4403294118;69.8591058824;98.1764705882;84.1029411765;78.5882352941;72.7647058824;98.1176470588;69.0477882353;76.8933647059;95.0;99.7647058824;74.6470588235;68.2166235294;78.5882352941;83.8235294118;74.7232588235;73.5160941176;78.5882352941;83.8126117647;86.8029294118;83.8235294118;98.1764705882;98.1764705882;78.5882352941;84.6303176471;98.1764705882;99.7647058824;72.7647058824;68.2575764706;71.5023647059;83.8235294118;72.7647058824;83.9190235294;84.4298823529;111.0;72.7647058824;90.4117647059;107.529411765;95.0;82.8617882353;98.1764705882;73.2517647059;83.8235294118;83.8235294118;84.2913058824
68.5286705882;72.7647058824;100.176470588;78.5882352941;84.3051294118;100.176470588;72.7647058824;72.7647058824;72.7647058824;124.882352941;85.0222705882;92.2352941176;84.4563882353;74.9040470588;78.5882352941;72.3769058824;85.0318941176;78.5882352941;84.6191529412;68.4403294118;69.9517176471;124.882352941;84.2552823529;78.5882352941;72.7647058824;92.2352941176;68.8904588235;73.3840352941;89.5294117647;78.5882352941;77.9411764706;68.2342352941;78.5882352941;83.8235294118;69.5121294118;74.4844352941;78.5882352941;83.8305411765;82.6687294118;83.8235294118;100.176470588;95.5882352941;78.5882352941;84.0109294118;100.176470588;78.5882352941;72.7647058824;68.1199764706;72.2262352941;83.8235294118;72.7647058824;77.3372117647;72.8019764706;92.2352941176;72.7647058824;121.529411765;78.5882352941;89.5294117647;82.3007882353;124.882352941;72.7647058824;83.8235294118;83.8235294118;84.1908705882
