OW_k8_randomInit_20h20m4s.txt;OW_k8_randomInit_20h19m38s.txt;OW_k8_randomInit_20h19m54s.txt;OW_k8_randomInit_20h20m43s.txt;OW_k8_randomInit_20h20m40s.txt;OW_k8_randomInit_20h20m2s.txt;OW_k8_randomInit_20h19m51s.txt;OW_k8_randomInit_20h20m35s.txt;OW_k8_randomInit_20h19m36s.txt;OW_k8_randomInit_20h19m59s.txt;OW_k8_randomInit_20h20m38s.txt;OW_k8_randomInit_20h20m17s.txt;OW_k8_randomInit_20h20m25s.txt;OW_k8_randomInit_20h19m46s.txt;OW_k8_randomInit_20h20m12s.txt;OW_k8_randomInit_20h19m49s.txt;OW_k8_randomInit_20h20m9s.txt;OW_k8_randomInit_20h20m27s.txt;OW_k8_randomInit_20h19m44s.txt;OW_k8_randomInit_20h20m45s.txt;OW_k8_randomInit_20h20m20s.txt;OW_k8_randomInit_20h19m41s.txt;OW_k8_randomInit_20h20m22s.txt;OW_k8_randomInit_20h20m32s.txt;OW_k8_randomInit_20h20m7s.txt;OW_k8_randomInit_20h19m57s.txt;OW_k8_randomInit_20h20m50s.txt;OW_k8_randomInit_20h20m30s.txt;OW_k8_randomInit_20h20m14s.txt;OW_k8_randomInit_20h20m48s.txt
69.1008117647;68.7251764706;69.0641882353;69.0602;68.4075529412;69.0482588235;68.6960705882;68.4614352941;68.3308941176;68.8517882353;69.3983176471;68.4770823529;68.3126117647;68.7167176471;68.3715529412;69.1558235294;69.1388705882;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1860117647;68.5620235294;68.6477882353;68.9121529412;69.1888941176;68.4935294118;68.3834117647;68.3128
69.0670705882;68.7624470588;69.0508352941;69.0579058824;68.4101882353;69.0482588235;68.6736352941;68.4614352941;68.3308941176;68.8638352941;69.3957176471;68.4770823529;68.3126117647;68.7172941176;68.3588470588;69.1755882353;69.1340705882;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.2181411765;68.5620235294;68.6477882353;68.8717764706;69.1888941176;68.4935294118;68.3834117647;68.3089529412
69.0670705882;68.7251764706;69.0586352941;69.0900941176;68.4076;69.0482588235;68.6882117647;68.4614352941;68.3308941176;68.8852470588;69.4123764706;68.4770823529;68.3126117647;68.7186588235;68.3551764706;69.1728705882;69.1194941176;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1495294118;68.5620235294;68.6477882353;68.8977529412;69.1888941176;68.4935294118;68.3834117647;68.3142235294
69.0956705882;68.7683764706;69.0436705882;69.0535294118;68.4076;69.0482588235;68.7112235294;68.4614352941;68.3308941176;68.8517882353;69.4037294118;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1702235294;69.1233058824;68.742;68.4506117647;68.7428235294;68.8018588235;68.7333294118;69.1404941176;68.5620235294;68.6477882353;68.9022705882;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.1033647059;68.7251764706;69.0414235294;69.0579058824;68.4076;69.0482588235;68.6892;68.4614352941;68.3308941176;68.8587882353;69.4037294118;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1783764706;69.1274;68.742;68.4506117647;68.7435882353;68.8018588235;68.7590588235;69.1404941176;68.5620235294;68.6477882353;68.8841647059;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0648941176;68.7745882353;69.0392470588;69.0675058824;68.4076;69.0482588235;68.6800235294;68.4614352941;68.3308941176;68.8543764706;69.3816;68.4963764706;68.3126117647;68.7194470588;68.3551764706;69.1580470588;69.1317764706;68.742;68.4506117647;68.7522470588;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.9095764706;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.065;68.4076;69.0482588235;68.6821058824;68.4614352941;68.3308941176;68.8557764706;69.3860235294;68.4919529412;68.3126117647;68.7222352941;68.4438;69.1676470588;69.1295529412;68.742;68.4506117647;68.7496588235;68.8018588235;68.7528470588;69.1404941176;68.5620235294;68.6477882353;68.8752705882;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7514352941;69.0392470588;69.0602;68.4076;69.0519294118;68.6718705882;68.4614352941;68.3308941176;68.8506;69.3837764706;68.4821294118;68.3126117647;68.7222352941;68.3551764706;69.1536705882;69.1521058824;68.742;68.4506117647;68.7551176471;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8809176471;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.0782352941;68.4076;69.0745176471;68.6680235294;68.4614352941;68.3344588235;68.8494823529;69.3816;68.4803764706;68.3126117647;68.7222352941;68.3607882353;69.1536705882;69.1143058824;68.742;68.4506117647;68.7551176471;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8858941176;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.0700823529;68.4076;69.0519294118;68.6718705882;68.4614352941;68.3308941176;68.8494823529;69.3816;68.5035411765;68.3132352941;68.7222352941;68.3763529412;69.1676470588;69.1176941176;68.742;68.4603176471;68.7453294118;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8794;69.2257882353;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.0782352941;68.4076;69.0884588235;68.6814705882;68.4614352941;68.3509294118;68.8494823529;69.3816;68.4839529412;68.3207647059;68.7222352941;68.3551764706;69.1580470588;69.1159647059;68.742;68.5065176471;68.7484705882;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.0625647059;68.4076;69.0884588235;68.6718705882;68.4455294118;68.3308941176;68.8494823529;69.3816;68.4878117647;68.3139294118;68.7222352941;68.3763529412;69.1536705882;69.1493176471;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.2138352941;68.4935294118;68.3834117647;68.3078117647
69.0627882353;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0519294118;68.6747882353;68.4455294118;68.3509294118;68.8494823529;69.3816;68.4803764706;68.3310588235;68.7222352941;68.3578941176;69.1536705882;69.1159647059;68.742;68.4717882353;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.2056117647;68.4935294118;68.3834117647;68.3078117647
69.0764823529;68.7251764706;69.0392470588;69.0625647059;68.4076;69.0519294118;68.6763529412;68.4455294118;68.3371882353;68.8494823529;69.3816;68.4803764706;68.3146941176;68.7222352941;68.3770117647;69.1536705882;69.1274;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.1933176471;68.4935294118;68.3834117647;68.3078117647
69.0587882353;68.7251764706;69.0392470588;69.0700823529;68.4076;69.0482588235;68.6705176471;68.4455294118;68.3371882353;68.8494823529;69.3816;68.4839529412;68.3174117647;68.7222352941;68.3551764706;69.1536705882;69.1194941176;68.742;68.4669882353;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.1933176471;68.4935294118;68.3834117647;68.3078117647
69.0693176471;68.7251764706;69.0392470588;69.0782352941;68.4076;69.0482588235;68.6747882353;68.4455294118;68.3418117647;68.8494823529;69.3816;68.4770823529;68.3164352941;68.7222352941;68.3560117647;69.1536705882;69.1143058824;68.742;68.4624705882;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.2004823529;68.4935294118;68.3834117647;68.3078117647
69.0740235294;68.7251764706;69.0392470588;69.0602;68.4076;69.0482588235;68.6692352941;68.4455294118;68.3344588235;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;69.1143058824;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.2030117647;68.4935294118;68.3834117647;68.3078117647
69.0790117647;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3139294118;68.7222352941;68.3551764706;69.1536705882;69.1143058824;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1519647059;68.5620235294;68.6477882353;68.8707529412;69.2082823529;68.4935294118;68.3834117647;68.3078117647
69.0740235294;68.7251764706;69.0392470588;69.0964470588;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3357882353;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;69.1143058824;68.742;68.4524352941;68.7428235294;68.8018588235;68.7096470588;69.1404941176;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0670705882;68.7251764706;69.0392470588;69.0625647059;68.4076;69.0482588235;68.6705176471;68.4455294118;68.3308941176;68.8494823529;69.3816;68.4898470588;68.3126117647;68.7222352941;68.3551764706;69.1536705882;69.1143058824;68.742;68.4543764706;68.7428235294;68.8018588235;68.7096470588;69.1485764706;68.5620235294;68.6477882353;68.8848352941;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0607529412;68.7251764706;69.0392470588;69.0579058824;68.4076;69.0482588235;68.6692352941;68.4455294118;68.3308941176;68.8494823529;69.3816;68.4786941176;68.3126117647;68.7222352941;68.3578941176;69.1536705882;68.7218823529;68.742;68.4543764706;68.7428235294;68.8037764706;68.7096470588;69.1387882353;68.5620235294;68.6477882353;68.8763647059;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3308941176;68.8494823529;69.3816;68.5086705882;68.3126117647;68.7222352941;68.3600588235;69.1536705882;68.7218823529;68.742;68.4508352941;68.7428235294;68.8440588235;68.7096470588;69.1321882353;68.5620235294;68.6477882353;68.8826117647;69.1888941176;68.4935294118;68.3834117647;68.3142235294
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6705176471;68.4455294118;68.3966705882;68.8494823529;69.3816;68.4786941176;68.3126117647;68.7222352941;68.3589411765;69.1536705882;68.7218823529;68.742;68.4543764706;68.7428235294;68.8018588235;68.7096470588;69.1271176471;68.5620235294;68.6477882353;68.8783764706;69.1888941176;68.4935294118;68.3834117647;68.3242470588
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3402;68.8494823529;69.3816;68.4878117647;68.3126117647;68.7222352941;68.3600588235;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8503647059;68.7096470588;69.1202352941;68.5620235294;68.6477882353;68.9266588235;69.1888941176;68.4935294118;68.3834117647;68.3142235294
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3357882353;68.8494823529;69.3816;68.4919529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4508352941;68.7428235294;68.8099529412;68.7096470588;69.1180823529;68.5620235294;68.6477882353;68.8725529412;69.1888941176;68.4935294118;68.3834117647;68.3206235294
69.0568941176;68.7251764706;69.0641882353;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3402;68.8494823529;69.3816;68.4803764706;68.3126117647;68.7222352941;68.3625058824;69.1536705882;68.7218823529;68.742;68.4514941176;68.7428235294;68.8099529412;68.7096470588;69.1202352941;68.5620235294;68.6477882353;68.8826117647;69.1888941176;68.4935294118;68.3834117647;68.3128
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4455294118;68.3452470588;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8191764706;68.7096470588;69.1577882353;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3101647059
69.0568941176;68.7251764706;69.0414235294;69.0535294118;68.4076;69.0542823529;68.6680235294;68.4455294118;68.3344588235;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8057647059;68.7096470588;69.1202352941;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0533647059;69.0535294118;68.4076;69.0589882353;68.6680235294;68.4455294118;68.3434941176;68.8494823529;69.3816;68.4786941176;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1247529412;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0436705882;69.0535294118;68.4076;69.0507058824;68.6680235294;68.4301882353;68.3344588235;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3114470588
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0617647059;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.1320588235;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3089529412
69.0568941176;68.7251764706;69.0392470588;69.0535294118;68.4076;69.0523529412;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0489529412;69.0845882353;68.4076;69.0493411765;68.6680235294;68.4301882353;68.3357882353;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4511294118;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0216470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0259764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4835529412;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0259764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0354823529;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4898470588;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0216470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4941294118;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4508352941;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0305882353;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4839529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4511294118;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0380352941;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4878117647;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4530117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1956352941;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0707764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4919529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4514941176;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0216470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4878117647;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.2004823529;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0237764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4839529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1956352941;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0707764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4839529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1910705882;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0216470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.2004823529;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0282470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4803764706;68.3126117647;68.7434117647;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1933176471;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0259764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4821294118;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.2138352941;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0237764706;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.5010823529;68.3126117647;68.7240352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1956352941;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0354823529;69.0535294118;68.4239764706;69.0482588235;68.6763529412;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4770823529;68.3126117647;68.7595058824;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.2004823529;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0259764706;69.0535294118;68.4094;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4803764706;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1933176471;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0216470588;69.0535294118;68.4076;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4878117647;68.3126117647;68.7386117647;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
69.0568941176;68.7251764706;69.0282470588;69.0535294118;68.4570117647;69.0482588235;68.6680235294;68.4301882353;68.3308941176;68.8494823529;69.3816;68.4919529412;68.3126117647;68.7222352941;68.3551764706;69.1536705882;68.7218823529;68.742;68.4506117647;68.7428235294;68.8018588235;68.7096470588;69.116;68.5620235294;68.6477882353;68.8707529412;69.1888941176;68.4935294118;68.3834117647;68.3078117647
