Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h46m41s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h55m44s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h46m19s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h48m26s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h47m4s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h51m51s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h56m53s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h56m29s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h58m52s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h54m56s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h58m6s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h47m53s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h49m32s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h54m33s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h54m6s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h57m18s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h51m17s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h53m40s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h47m26s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h56m6s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h50m42s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h52m54s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h58m30s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h53m17s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h52m24s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h57m42s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h59m15s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h55m20s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h50m6s.txt;Braess_1_4200_10_c1_k3_discount0.8_randomInit_20h48m59s.txt
15.2884909297;16.4364410431;15.0005487528;15.0014693877;15.2865470521;15.4673061224;15.0008888889;15.002;15.0046439909;18.6079387755;18.6398662131;20.0;20.0;17.5006944444;17.7683356009;15.0010895692;15.0000045351;18.5858594104;18.6206553288;15.0002222222;15.0022959184;15.2806740363;15.0052426304;15.2910657596;18.5905719954;15.316494898;15.0036836735;20.0;18.6174693877;18.4997641723
18.6270408163;17.7461910431;17.2317562358;15.0014693877;18.6543815193;15.0106678004;15.0008888889;15.002;15.0046439909;15.620861678;16.3605011338;20.0;20.0;20.0;20.0;15.0010895692;15.0000045351;15.6259058957;15.6041950113;15.0002222222;15.0022959184;18.6543815193;15.0052426304;18.6302403628;15.6242222222;18.6511479592;17.7793673469;20.0;17.5002046485;20.0
17.7881910431;16.1902862812;20.0;15.0014693877;17.785770975;15.0106678004;15.0008888889;15.002;15.0046439909;15.3112494331;18.6398662131;20.0;20.0;15.0013888889;15.000409297;15.0010895692;15.0000045351;15.3133662131;15.3028321995;20.0;15.0022959184;17.7801638322;15.0052426304;17.7906213152;15.3125878685;17.8137959184;17.7793673469;20.0;20.0;15.0053979592
16.1273407029;18.69025;17.7930617914;20.0;16.1551575964;15.2389869614;20.0;15.002;20.0;17.810430839;20.0;20.0;20.0;15.0013888889;15.000409297;20.0;20.0;17.8129529478;17.8020975057;20.0;20.0;16.1548917233;15.0052426304;16.1306848072;17.8121111111;17.5026989796;18.623845805;20.0;15.000409297;15.0053979592
18.6270408163;17.3805;20.0;20.0;18.6543815193;18.5500685941;20.0;20.0;20.0;18.6079387755;20.0;17.732925737;17.7293061224;15.0013888889;15.5366712018;20.0;20.0;18.5858594104;18.6206553288;20.0;20.0;18.6543815193;15.0052426304;18.6302403628;18.5905719955;20.0;15.3328854875;17.7257148526;15.000409297;15.5603276644
15.2884909297;17.7461910431;17.2317562358;20.0;15.2865470521;18.5500685941;20.0;20.0;20.0;17.5008185941;18.6398662131;17.732925737;17.7293061224;15.0013888889;15.000409297;20.0;20.0;17.5004132653;17.5007346939;15.0002222222;20.0;15.2806740363;15.0052426304;15.2910657596;17.5004767574;15.0053979592;15.2304274376;17.7257148526;15.000409297;15.0053979592
15.2884909297;20.0;20.0;15.0014693877;15.2865470521;20.0;15.0008888889;20.0;15.0046439909;18.6079387755;20.0;20.0;20.0;20.0;18.6608622449;15.0010895692;15.0000045351;18.5858594104;18.6206553288;15.0002222222;15.0022959184;15.2806740363;17.5026213152;15.2910657596;18.5905719954;15.0053979592;15.5586133787;20.0;15.2900147392;18.4997641723
17.5002998866;15.0000725624;16.1161524943;15.0014693877;17.5007760771;15.4673061224;15.0008888889;15.002;15.0046439909;17.810430839;15.5555555555;20.0;20.0;20.0;18.6608622449;15.0010895692;15.0000045351;17.8129529478;17.8020975057;15.0002222222;15.0022959184;17.5005102041;20.0;17.5004444444;17.8121111111;15.6275918367;18.623845805;20.0;18.6174693877;18.4997641723
18.6270408163;15.4923820862;18.6158781179;15.0014693877;18.6543815193;15.0106678004;15.0008888889;15.002;15.0046439909;16.1087573696;15.5555555555;20.0;20.0;20.0;20.0;15.0010895692;15.0000045351;16.0862726757;16.1213900227;15.0002222222;15.0022959184;18.6543815193;20.0;18.6302403628;16.0910487528;15.0053979592;15.2304274376;20.0;17.7898100907;20.0
15.2884909297;15.0000725624;20.0;15.0014693877;15.2865470521;15.2389869614;15.0008888889;15.002;15.0046439909;18.6079387755;15.5555555555;20.0;20.0;15.0013888889;15.000409297;15.0010895692;15.0000045351;18.5858594104;18.6206553288;20.0;15.0022959184;15.2806740363;20.0;15.2910657596;18.5905719954;18.6511479592;15.3328854875;20.0;16.1176740363;15.0053979592
18.6270408163;15.0000725624;20.0;20.0;18.6543815193;15.2389869614;20.0;15.002;17.2861678004;15.3112494331;15.5555555555;17.732925737;17.7293061224;15.0013888889;15.5366712018;20.0;20.0;15.3133662131;15.3028321995;20.0;20.0;18.6543815193;17.5026213152;18.6302403628;15.3125878685;18.6511479592;17.7793673469;17.7257148526;18.6174693877;15.5603276644
17.7881910431;17.3805;20.0;20.0;17.785770975;15.2389869614;20.0;20.0;20.0;15.3112494331;15.5555555555;17.732925737;17.7293061224;15.0013888889;15.000409297;20.0;20.0;15.3133662131;15.3028321995;20.0;20.0;17.7801638322;20.0;17.7906213152;15.3125878685;20.0;17.7793673469;17.7257148526;17.5002046485;15.0053979592
20.0;20.0;16.1161524943;20.0;20.0;15.2389869614;20.0;20.0;18.6430839002;18.6079387755;20.0;20.0;20.0;15.0013888889;15.2685402494;20.0;20.0;18.5858594104;18.6206553288;15.0002222222;20.0;20.0;15.0052426304;20.0;18.5905719955;15.0053979592;20.0;20.0;18.6174693877;15.2828628118
17.2540816326;18.69025;18.6158781179;15.0014693877;17.3087630385;17.7336530612;15.0008888889;20.0;15.3161179138;17.5008185941;17.7777777778;20.0;20.0;20.0;15.2685402494;15.0010895692;15.0000045351;17.5004132653;17.5007346939;15.0002222222;15.0022959184;17.3087630385;15.0052426304;17.2604807256;17.5004767574;15.6275918367;17.24769161;20.0;18.6174693877;18.4997641723
20.0;15.2462273243;17.7930617914;15.0014693877;20.0;17.7336530612;15.0008888889;15.002;15.3161179138;20.0;20.0;20.0;20.0;20.0;18.6608622449;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;20.0;15.0052426304;20.0;20.0;15.0053979592;20.0;20.0;18.6174693877;18.4997641723
20.0;18.69025;17.5002743764;15.0014693877;20.0;18.5500685941;15.0008888889;15.002;18.6430839002;17.215877551;15.5555555555;20.0;20.0;20.0;17.7683356009;15.0010895692;15.0000045351;17.1717188209;17.2413106576;15.0002222222;15.0022959184;20.0;20.0;20.0;17.1811439909;15.316494898;18.6016077097;20.0;20.0;20.0
20.0;17.7461910431;17.7930617914;15.0014693877;20.0;18.5500685941;15.0008888889;15.002;17.8137959184;20.0;15.5555555555;17.732925737;17.7293061224;15.0013888889;16.1610668934;15.0010895692;15.0000045351;20.0;20.0;20.0;15.0022959184;20.0;20.0;20.0;20.0;18.6511479592;20.0;17.7257148526;18.6174693877;15.5603276644
15.5763820862;20.0;20.0;20.0;15.5715419501;20.0;20.0;15.002;17.5023219955;18.6079387755;15.5555555555;17.732925737;17.7293061224;15.0013888889;18.6608622449;20.0;20.0;18.5858594104;18.6206553288;20.0;20.0;15.5603276644;20.0;15.5812426304;18.5905719954;17.8137959184;17.2032154195;17.7257148526;17.5002046485;15.0053979592
15.5763820862;20.0;15.0005487528;20.0;15.5715419501;18.5500685941;20.0;20.0;20.0;18.6079387755;20.0;20.0;20.0;15.0013888889;17.5002046485;20.0;20.0;18.5858594104;18.6206553288;20.0;20.0;15.5603276644;15.0052426304;15.5812426304;18.5905719955;16.1538469388;18.623845805;20.0;18.6174693877;15.0053979592
15.2884909297;18.69025;15.0005487528;20.0;15.2865470521;18.5500685941;20.0;20.0;15.0046439909;20.0;15.5555555555;20.0;20.0;15.0013888889;16.1610668934;20.0;20.0;20.0;20.0;15.0002222222;20.0;15.2806740363;15.0052426304;15.2910657596;20.0;18.6511479592;17.7793673469;20.0;17.7898100907;15.2828628118
15.2884909297;20.0;15.0005487528;15.0014693877;15.2865470521;20.0;15.0008888889;20.0;15.0046439909;20.0;17.7777777778;20.0;20.0;20.0;20.0;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;15.2806740363;15.0052426304;15.2910657596;20.0;15.316494898;20.0;20.0;18.6174693877;18.4997641723
18.6270408163;15.4923820862;15.0005487528;15.0014693877;18.6543815193;20.0;15.0008888889;15.002;15.6275918367;18.6079387755;20.0;20.0;20.0;20.0;15.000409297;15.0010895692;15.0000045351;18.5858594104;18.6206553288;15.0002222222;15.0022959184;18.6543815193;15.0052426304;18.6302403628;18.5905719955;15.316494898;15.5587346939;20.0;18.6174693877;18.4997641723
17.7881910431;15.003814059;15.5861235828;15.0014693877;17.785770975;20.0;15.0008888889;15.002;15.0046439909;20.0;20.0;17.732925737;17.7293061224;20.0;17.3217244898;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;17.7801638322;20.0;17.7906213152;20.0;17.5026989796;15.5587346939;17.7257148526;17.5002046485;20.0
20.0;15.003814059;20.0;15.0014693877;20.0;20.0;15.0008888889;15.002;18.6430839002;17.215877551;20.0;17.732925737;17.7293061224;15.0013888889;20.0;15.0010895692;15.0000045351;17.1717188209;17.2413106576;20.0;15.0022959184;20.0;20.0;20.0;17.1811439909;18.6511479592;15.5587346939;17.7257148526;20.0;15.5603276644
15.0005997732;15.003814059;18.6158781179;20.0;15.0015521542;18.5500685941;20.0;15.002;18.6430839002;17.215877551;15.5555555555;20.0;20.0;15.0013888889;17.7683356009;20.0;20.0;17.1717188209;17.2413106576;20.0;20.0;15.0010204082;20.0;15.0008888889;17.1811439909;15.316494898;17.2032154195;20.0;15.2900147392;15.0053979592
15.5763820862;20.0;20.0;20.0;15.5715419501;18.5500685941;20.0;20.0;20.0;20.0;15.5555555555;20.0;20.0;15.0013888889;20.0;20.0;20.0;20.0;20.0;20.0;20.0;15.5603276644;15.0052426304;15.5812426304;20.0;18.6511479592;20.0;20.0;15.2900147392;15.2828628118
15.0005997732;18.69025;15.5861235828;20.0;15.0015521542;20.0;20.0;20.0;15.0046439909;18.6079387755;15.5555555555;20.0;20.0;15.0013888889;15.5366712018;20.0;20.0;18.5858594104;18.6206553288;15.0002222222;20.0;15.0010204082;15.0052426304;15.0008888889;18.5905719954;17.8137959184;18.6016077097;20.0;15.2900147392;18.4997641723
15.0005997732;20.0;15.2933361678;15.0014693877;15.0015521542;18.5500685941;15.0008888889;20.0;15.6275918367;18.6079387755;17.7777777778;20.0;20.0;20.0;15.5366712018;15.0010895692;15.0000045351;18.5858594104;18.6206553288;15.0002222222;15.0022959184;15.0010204082;15.0052426304;15.0008888889;18.5905719955;20.0;16.4032131519;20.0;15.000409297;18.4997641723
15.2884909297;15.003814059;18.6158781179;15.0014693877;15.2865470521;18.5500685941;15.0008888889;15.002;15.0046439909;20.0;17.7777777778;17.732925737;17.7293061224;20.0;15.5366712018;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;15.2806740363;15.0052426304;15.2910657596;20.0;17.3022959184;18.623845805;17.7257148526;15.2900147392;20.0
18.6270408163;15.003814059;15.2933361678;15.0014693877;18.6543815193;20.0;15.0008888889;15.002;15.3161179138;17.215877551;17.7777777778;17.732925737;17.7293061224;20.0;17.3217244898;15.0010895692;15.0000045351;17.1717188209;17.2413106576;15.0002222222;15.0022959184;18.6543815193;20.0;18.6302403628;17.1811439909;15.6275918367;17.2032154195;17.7257148526;18.6174693877;15.0053979592
17.7881910431;15.003814059;17.7930617914;15.0014693877;17.785770975;20.0;15.0008888889;15.002;18.6430839002;17.215877551;17.7777777778;20.0;20.0;15.0013888889;20.0;15.0010895692;15.0000045351;17.1717188209;17.2413106576;20.0;15.0022959184;17.7801638322;20.0;17.7906213152;17.1811439909;15.6275918367;18.623845805;20.0;17.5002046485;15.5603276644
17.7881910431;15.003814059;17.5002743764;20.0;17.785770975;20.0;20.0;15.002;17.8137959184;20.0;20.0;20.0;20.0;15.0013888889;18.6608622449;20.0;20.0;20.0;20.0;20.0;20.0;17.7801638322;20.0;17.7906213152;20.0;20.0;20.0;20.0;20.0;15.0053979592
18.6270408163;18.69025;18.6158781179;20.0;18.6543815193;20.0;20.0;20.0;16.1454058957;18.6079387755;15.5555555555;20.0;20.0;15.0013888889;18.6608622449;20.0;20.0;18.5858594104;18.6206553288;20.0;20.0;18.6543815193;15.0052426304;18.6302403628;18.5905719954;18.6511479592;15.5587346939;20.0;15.000409297;15.2828628118
15.2884909297;18.69025;20.0;20.0;15.2865470521;18.5500685941;20.0;20.0;18.6430839002;18.6079387755;15.5555555555;20.0;20.0;15.0013888889;20.0;20.0;20.0;18.5858594104;18.6206553288;15.0002222222;20.0;15.2806740363;15.0052426304;15.2910657596;18.5905719955;20.0;15.5587346939;20.0;15.000409297;18.4997641723
17.5002998866;20.0;20.0;15.0014693877;18.6543815193;18.5500685941;15.0008888889;20.0;15.3161179138;20.0;15.5555555555;17.732925737;17.7293061224;20.0;15.5366712018;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;18.6543815193;15.0052426304;18.6302403628;20.0;15.6275918367;17.24769161;17.7257148526;15.2900147392;18.4997641723
17.7881910431;15.5699331066;18.6158781179;15.0014693877;20.0;20.0;15.0008888889;15.002;15.3161179138;17.215877551;20.0;17.732925737;17.7293061224;20.0;15.2685402494;15.0010895692;15.0000045351;17.1717188209;17.2413106576;15.0002222222;15.0022959184;20.0;15.0052426304;20.0;17.1811439909;15.316494898;20.0;17.7257148526;15.2900147392;20.0
17.5002998866;15.003814059;17.7930617914;15.0014693877;18.6543815193;20.0;15.0008888889;15.002;17.5023219955;17.215877551;20.0;20.0;20.0;20.0;15.2685402494;15.0010895692;15.0000045351;17.1717188209;17.2413106576;15.0002222222;15.0022959184;18.6543815193;20.0;18.6302403628;17.1811439909;18.6511479592;18.623845805;20.0;18.6174693877;15.5603276644
20.0;15.003814059;20.0;15.0014693877;15.2865470521;18.5500685941;15.0008888889;15.002;18.6430839002;20.0;20.0;20.0;20.0;15.0013888889;18.6608622449;15.0010895692;15.0000045351;20.0;20.0;20.0;15.0022959184;15.2806740363;20.0;15.2910657596;20.0;15.316494898;16.3809750567;20.0;17.7898100907;15.0053979592
15.0005997732;15.2868735828;17.2317562358;20.0;15.2865470521;20.0;20.0;15.002;15.3161179138;20.0;15.5555555555;20.0;20.0;15.0013888889;18.6608622449;20.0;20.0;20.0;20.0;20.0;20.0;15.2806740363;20.0;15.2910657596;20.0;17.8137959184;18.6016077097;20.0;16.1176740363;15.0053979592
15.5763820862;18.69025;20.0;20.0;18.6543815193;17.1001371882;20.0;20.0;18.6430839002;20.0;15.5555555555;20.0;20.0;15.0013888889;20.0;20.0;20.0;20.0;20.0;20.0;20.0;18.6543815193;15.0052426304;18.6302403628;20.0;17.8137959184;17.24769161;20.0;18.6174693877;15.2828628118
15.0005997732;18.69025;20.0;20.0;20.0;17.1001371882;20.0;20.0;17.8137959184;20.0;20.0;17.732925737;17.7293061224;15.0013888889;15.000409297;20.0;20.0;20.0;20.0;15.0002222222;20.0;20.0;15.0052426304;20.0;20.0;16.1538469388;18.6016077097;17.7257148526;17.5002046485;18.4997641723
15.0005997732;20.0;18.6158781179;15.0014693877;15.5715419501;20.0;15.0008888889;20.0;20.0;18.6079387755;17.7777777778;17.732925737;17.7293061224;20.0;15.5366712018;15.0010895692;15.0000045351;20.0;18.6206553288;15.0002222222;15.0022959184;15.5603276644;15.0052426304;15.5812426304;18.5905719954;18.6511479592;20.0;17.7257148526;17.5002046485;18.4997641723
15.0005997732;15.5699331066;20.0;15.0014693877;15.0015521542;17.1001371882;15.0008888889;15.002;17.2861678004;18.6079387755;20.0;20.0;20.0;20.0;15.000409297;15.0010895692;15.0000045351;17.1717188209;18.6206553288;15.0002222222;15.0022959184;15.0010204082;15.0052426304;15.0008888889;18.5905719955;17.8137959184;15.5587346939;20.0;20.0;20.0
20.0;15.003814059;20.0;15.0014693877;15.0015521542;18.5500685941;15.0008888889;15.002;15.6275918367;20.0;20.0;20.0;20.0;20.0;15.2685402494;15.0010895692;15.0000045351;17.1717188209;20.0;15.0002222222;15.0022959184;15.0010204082;20.0;15.0008888889;20.0;17.5026989796;15.5587346939;20.0;15.2900147392;15.5603276644
18.6270408163;15.003814059;20.0;15.0014693877;18.6543815193;18.5500685941;15.0008888889;15.002;15.6275918367;17.215877551;20.0;20.0;20.0;15.0013888889;18.6608622449;15.0010895692;15.0000045351;20.0;17.2413106576;20.0;15.0022959184;18.6543815193;20.0;18.6302403628;17.1811439909;20.0;17.2032154195;20.0;15.2900147392;15.0053979592
20.0;15.2868735828;20.0;20.0;18.6543815193;20.0;20.0;15.002;20.0;17.215877551;20.0;20.0;20.0;15.0013888889;18.6608622449;20.0;20.0;20.0;17.2413106576;20.0;20.0;18.6543815193;20.0;18.6302403628;17.1811439909;18.6511479592;20.0;20.0;15.2900147392;15.2828628118
15.0005997732;18.69025;20.0;20.0;20.0;17.1001371882;20.0;20.0;18.6430839002;20.0;15.5555555555;17.732925737;17.7293061224;15.0013888889;20.0;20.0;20.0;18.5858594104;20.0;20.0;20.0;20.0;15.0052426304;20.0;20.0;18.6511479592;18.6016077097;17.7257148526;18.6174693877;18.4997641723
15.0005997732;17.7849665533;18.6158781179;20.0;15.5715419501;17.1001371882;20.0;20.0;20.0;18.6079387755;15.5555555555;17.732925737;17.7293061224;15.0013888889;15.000409297;20.0;20.0;20.0;18.6206553288;15.0002222222;20.0;15.5603276644;15.0052426304;15.5812426304;18.5905719954;20.0;16.4032131519;17.7257148526;17.7898100907;18.4997641723
15.0005997732;17.7849665533;20.0;15.0014693877;15.0015521542;20.0;15.0008888889;20.0;15.6275918367;18.6079387755;15.5555555555;20.0;20.0;20.0;15.5366712018;15.0010895692;15.0000045351;20.0;18.6206553288;15.0002222222;15.0022959184;15.0010204082;15.0052426304;15.0008888889;18.5905719955;17.8137959184;18.623845805;20.0;16.1176740363;20.0
15.2884909297;18.69025;18.6158781179;15.0014693877;15.0015521542;18.5500685941;15.0008888889;15.002;15.3161179138;20.0;15.5555555555;20.0;20.0;20.0;15.000409297;15.0010895692;15.0000045351;20.0;20.0;15.0002222222;15.0022959184;15.0010204082;15.0052426304;15.0008888889;20.0;17.8137959184;17.2032154195;20.0;18.6174693877;15.0053979592
15.2884909297;15.2868735828;18.6158781179;15.0014693877;15.2865470521;18.5500685941;15.0008888889;15.002;18.6430839002;17.215877551;20.0;20.0;20.0;20.0;15.2685402494;15.0010895692;15.0000045351;18.5858594104;17.2413106576;15.0002222222;15.0022959184;15.2806740363;20.0;15.2910657596;17.1811439909;20.0;18.623845805;20.0;15.2900147392;15.5603276644
18.6270408163;18.69025;20.0;15.0014693877;15.2865470521;20.0;15.0008888889;15.002;15.3161179138;17.215877551;20.0;20.0;20.0;15.0013888889;18.6608622449;15.0010895692;15.0000045351;20.0;17.2413106576;20.0;15.0022959184;15.2806740363;20.0;15.2910657596;17.1811439909;18.6511479592;20.0;20.0;18.6174693877;15.0053979592
17.7881910431;20.0;17.2317562358;20.0;15.2865470521;20.0;20.0;15.002;17.8137959184;20.0;17.7777777778;17.732925737;17.7293061224;15.0013888889;17.7683356009;20.0;20.0;17.1717188209;20.0;20.0;20.0;15.2806740363;20.0;15.2910657596;20.0;18.6511479592;15.5587346939;17.7257148526;17.5002046485;15.2828628118
16.1273407029;18.69025;17.2317562358;20.0;17.785770975;18.5500685941;20.0;20.0;17.8137959184;20.0;20.0;17.732925737;17.7293061224;15.0013888889;16.1610668934;20.0;20.0;20.0;20.0;20.0;20.0;17.7801638322;15.0052426304;17.7906213152;20.0;20.0;15.5587346939;17.7257148526;18.6174693877;18.4997641723
18.6270408163;15.2868735828;20.0;20.0;17.3087630385;20.0;20.0;20.0;16.1454058957;17.215877551;15.5555555555;20.0;20.0;15.0013888889;18.6608622449;20.0;20.0;17.1717188209;17.2413106576;15.0002222222;20.0;17.3087630385;15.0052426304;17.2604807256;17.1811439909;17.5026989796;17.24769161;20.0;17.7898100907;18.4997641723
